itinerario,endereco,referencia,horario,turno
07 - Cidade Nova,Av. Bento do Amaral Gurgel - Vila Nambi - Jundiaí,Farmácia Estrela,20:24,T3
07 - Cidade Nova,R. Angelo Corradini - Vila Nambi - Jundiaí,Ponto da Escola Janet Ferreira Prado,20:25,T3
07 - Cidade Nova,R. Américo Bruno - Colonia - Jundiaí,Sem Ponto,20:26,T3
07 - Cidade Nova,Av. dos Imigrantes Italianos - Colonia - Jundiaí,Terminal Colonia,20:27,T3
07 - Cidade Nova,R. Luiz Benachio - Colonia - Jundiaí,Igreja Colônia,20:33,T3
07 - Cidade Nova,Av. Comendador Antonio Borim - Colonia - Jundiaí,Ponto de Ônibus Urbano - Entrada Jd. Carpas (Semáforo),20:34,T3
07 - Cidade Nova,R. Moacir Lopes - Jd. Caçula - Jundiaí,Esquina com a Rua Ruy Camargo Duarte,20:35,T3
07 - Cidade Nova,Av. Giustiniano Borin - Jd. Caçula - Jundiaí,Condomínio Gênova,20:35,T3
07 - Cidade Nova,R. Padre Romã - Jd. São Camilo - Jundiaí,Emporio do Kit,20:39,T3
07 - Cidade Nova,R. José Maria Whitaker - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,20:40,T3
07 - Cidade Nova,Av. São Camilo - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,20:42,T3
07 - Cidade Nova,R. Espirito Santo - Tarumã - Jundiaí,Igreja Congregração,20:44,T3
07 - Cidade Nova,R. Rio de Janeiro - Jardim Tarumã - Jundiaí,CRAS São Camilo,20:45,T3
07 - Cidade Nova,Av. Capitão Francisco Copelli - Jardim Tarumã - Jundiaí,Menor Preço Supermercado,20:46,T3
07 - Cidade Nova,R. Bernardo Guimarães - Jardim California - Jundiaí,Sem Ponto,20:47,T3
07 - Cidade Nova,Av. Antônio Raimundo de Oliveira - Jardim California - Jundiaí,Ponto de Ônibus Urbano (Praça),20:49,T3
07 - Cidade Nova,Av. Humberto Cereser - Jundiaí Mirim - Jundiaí,Posto Jundiaí Mirim,20:50,T3
07 - Cidade Nova,Rod. João Cereer - Pinheirinhos - Jundiaí,Parque da Cidade,20:53,T3
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Represa DAE,20:55,T3
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Rotatória Terra da Uva,21:00,T3
07 - Cidade Nova,Av. Andre Costa - Morada das Vinhas - Jundiaí,Supermercado Morada,21:01,T3
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Associação Cristã (ACDC),21:02,T3
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Gastaldo Lanchonete,21:03,T3
07 - Cidade Nova,R. Dr. Nelson Martinho - Cecap - Jundiaí,Ponto de Ônibus Urbano,21:05,T3
07 - Cidade Nova,R. Alceu de Toledo Pontes - Cecap - Jundiaí,Ponto de Ônibus Urbano,21:06,T3
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Cecap - Jundiaí,Terminal CECAP,21:08,T3
07 - Cidade Nova,Av. Prof. Pedro Clarismundo Fornari - Engordadouro - Jundiaí,sem Ponto,21:09,T3
07 - Cidade Nova,R. Miguel Hilário Navarrete Sanches - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano,21:10,T3
07 - Cidade Nova,Av. Bento Figueiredo - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano (Posto Shell),21:11,T3
07 - Cidade Nova,Rod. Ver. Geraldo Dias - Hortolandia - Jundiaí,sem Ponto,21:12,T3
07 - Cidade Nova,R. Palmira Cervi Barbaro - Hortolandia - Jundiaí,Trigo Fino Pizzaria,21:13,T3
07 - Cidade Nova,R. Itirapina - Hortolandia - Jundiaí,Carecas Bar,21:15,T3
07 - Cidade Nova,R. Benedito Godoi Ferraz - Vl. Hortolandia - Jundiaí,Condomínio Residencial Hortolandia III,21:16,T3
07 - Cidade Nova,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,21:18,T3
07 - Cidade Nova,Av. Armando Giassetti - Meias Aço - Jundiaí,Ponto de Ônibus Urbano,21:20,T3
07 - Cidade Nova,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Posto Centenário,21:22,T3
07 - Cidade Nova,R. Florindo Zambon - Cidade Nova 2 - Jundiaí,Mercado Flores,4:15,T4
07 - Cidade Nova,R. Atibaia - Cidade Nova 2 - Jundiaí,Ponto da Praça Pedro Bonomi,4:16,T4
07 - Cidade Nova,R. Alfredo Pizzocaro - Tamoio - Jundiaí,Padaria Belém,4:17,T4
07 - Cidade Nova,R. Adamantina - Tamoio - Jundiaí,Adega S.O.S,4:18,T4
07 - Cidade Nova,Av. Carlos Ângelo Mathion - Tamoio - Jundiaí,Igreja Universal,4:19,T4
07 - Cidade Nova,R. Carlos Humel Guimarães - Tamoio - Jundiaí,Ponto da Escola Vereador João Batista Toledo,4:20,T4
07 - Cidade Nova,R. São José dos Campos - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,4:22,T4
07 - Cidade Nova,R. Palmeira dos Índios - Vila Nambi - Jundiaí,Ponto de Ônibus Urbano,4:23,T4
07 - Cidade Nova,Av. Bento do Amaral Gurgel - Vila Nambi - Jundiaí,Farmácia Estrela,4:24,T4
07 - Cidade Nova,R. Angelo Corradini - Vila Nambi - Jundiaí,Ponto da Escola Janet Ferreira Prado,4:25,T4
07 - Cidade Nova,R. Américo Bruno - Colonia - Jundiaí,Sem Ponto,4:26,T4
07 - Cidade Nova,Av. dos Imigrantes Italianos - Colonia - Jundiaí,Terminal Colonia,4:27,T4
07 - Cidade Nova,R. Luiz Benachio - Colonia - Jundiaí,Igreja Colônia,4:33,T4
07 - Cidade Nova,Av. Comendador Antonio Borim - Colonia - Jundiaí,Ponto de Ônibus Urbano - Entrada Jd. Carpas (Semáforo),4:34,T4
07 - Cidade Nova,R. Moacir Lopes - Jd. Caçula - Jundiaí,Esquina com a Rua Ruy Camargo Duarte,4:35,T4
07 - Cidade Nova,Av. Giustiniano Borin - Jd. Caçula - Jundiaí,Condomínio Gênova,4:35,T4
07 - Cidade Nova,R. Padre Romã - Jd. São Camilo - Jundiaí,Emporio do Kit,4:39,T4
07 - Cidade Nova,R. José Maria Whitaker - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,4:40,T4
07 - Cidade Nova,Av. São Camilo - Jd. São Camilo - Jundiaí,Ponto de Ônibus Urbano,4:42,T4
07 - Cidade Nova,R. Espirito Santo - Tarumã - Jundiaí,Igreja Congregração,4:44,T4
07 - Cidade Nova,R. Rio de Janeiro - Jardim Tarumã - Jundiaí,CRAS São Camilo,4:45,T4
07 - Cidade Nova,Av. Capitão Francisco Copelli - Jardim Tarumã - Jundiaí,Menor Preço Supermercado,4:46,T4
07 - Cidade Nova,R. Bernardo Guimarães - Jardim California - Jundiaí,Sem Ponto,4:47,T4
07 - Cidade Nova,Av. Antônio Raimundo de Oliveira - Jardim California - Jundiaí,Ponto de Ônibus Urbano (Praça),4:49,T4
07 - Cidade Nova,Av. Humberto Cereser - Jundiaí Mirim - Jundiaí,Posto Jundiaí Mirim,4:50,T4
07 - Cidade Nova,Rod. João Cereer - Pinheirinhos - Jundiaí,Parque da Cidade,4:53,T4
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Represa DAE,4:55,T4
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Torres São José - Jundiaí,Rotatória Terra da Uva,5:00,T4
07 - Cidade Nova,Av. Andre Costa - Morada das Vinhas - Jundiaí,Supermercado Morada,5:01,T4
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Associação Cristã (ACDC),5:02,T4
07 - Cidade Nova,R. Uva Niagara - Morada das Vinhas - Jundiaí,Gastaldo Lanchonete,5:03,T4
07 - Cidade Nova,R. Dr. Nelson Martinho - Cecap - Jundiaí,Ponto de Ônibus Urbano,5:05,T4
07 - Cidade Nova,R. Alceu de Toledo Pontes - Cecap - Jundiaí,Ponto de Ônibus Urbano,5:06,T4
07 - Cidade Nova,Rod. Vereador Geraldo Dias - Cecap - Jundiaí,Terminal CECAP,5:08,T4
07 - Cidade Nova,Av. Prof. Pedro Clarismundo Fornari - Engordadouro - Jundiaí,sem Ponto,5:09,T4
07 - Cidade Nova,R. Miguel Hilário Navarrete Sanches - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano,5:10,T4
07 - Cidade Nova,Av. Bento Figueiredo - Vl. Marlene - Jundiaí,Ponto de Ônibus Urbano (Posto Shell),5:11,T4
07 - Cidade Nova,Rod. Ver. Geraldo Dias - Hortolandia - Jundiaí,sem Ponto,5:12,T4
07 - Cidade Nova,R. Palmira Cervi Barbaro - Hortolandia - Jundiaí,Trigo Fino Pizzaria,5:13,T4
07 - Cidade Nova,R. Itirapina - Hortolandia - Jundiaí,Carecas Bar,5:15,T4
07 - Cidade Nova,R. Benedito Godoi Ferraz - Vl. Hortolandia - Jundiaí,Condomínio Residencial Hortolandia III,5:16,T4
07 - Cidade Nova,Av. Pref. Luis Latorre - Vl. Hortencias - Jundiaí,Churrascaria da fazenda,5:18,T4
07 - Cidade Nova,Av. Armando Giassetti - Meias Aço - Jundiaí,Ponto de Ônibus Urbano,5:20,T4
07 - Cidade Nova,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiaí,Posto Centenário,5:22,T4
08 - Jardim Laura,Av. Integração - Jd. Laura - Campo Limpo Pta,Depósito de Gás do Jardim Laura - Ultragaz,3:55,T1
08 - Jardim Laura,Rodovia Edgard Máximo Zamboto - Jd. Laura - Campo Limpo Pta,Retorno Em Frente a Entrada do Bairro,3:59,T1
08 - Jardim Laura,Rodovia Edgard Máximo Zamboto - Jardim Santa Lucia - Campo Limpo Pta,Trevo de Campo Limpo Paulista Entrada Sta. Lucia,4:03,T1
08 - Jardim Laura,Rua Maria José Rodrigues - Jd. Santa Lucia - Campo Limpo Pta,Coopercica,4:05,T1
08 - Jardim Laura,Rua Colibri - Jd. Guanciale - Campo Limpo Pta,Mini Mercado Elias,4:06,T1
08 - Jardim Laura,Rua Colibri - Jd. Guanciale - Campo Limpo Pta,Igreja Católica,4:07,T1
08 - Jardim Laura,Av. da Saudade - Jd. Guanciale - Campo Limpo Pta,Cemitério Municipal de Campo Limpo Paulista,4:08,T1
08 - Jardim Laura,Av. Dom Pedro I - Jd. Guanciale - Campo Limpo Pta,Rápido Luxo Campinas,4:09,T1
08 - Jardim Laura,Av. Duque de Caxias - Centro Varzea Pta - Varzea Paulista,Shopping Alegria,4:12,T1
08 - Jardim Laura,Av. Ipiranga - Centro Varzea Pta - Varzea Paulista,Espaço Cidadania,4:15,T1
08 - Jardim Laura,Rua São José - Vila São José - Varzea Paulista,Trevo Loterias,4:18,T1
